x,y
-0.7060890993782399,0.813797497941547
0.7308119672565342,0.09266689483295097
1.0645742167913081,0.778685501074747
0.9265366713253776,-0.24023742274837984
-0.13218986017341994,-0.7133168982134953
-1.4487452717081886,1.7802053183626914
1.1400996849857963,-0.22190467486597418
0.11113447458671914,-0.17228508278721627
-0.1975443676248979,-0.16823152061229607
-0.9115485654338945,-1.0807242173697285
-0.14585895814300162,0.20820979029958991
-1.1001862605176307,0.3524472725823701
-1.8028858549573252,0.009091375809837075
-1.4540963889926732,-0.040489008404381584
-1.5351313535150155,-0.3409476526909013
-0.4624865129582538,0.8338445099515349
-0.7498369812768484,0.41277104664168707
-0.6410902225327251,-0.36898034899162985
-0.8202676588522126,0.5083802984713326
-0.16192857871512187,-0.737628786741033
0.34339566263123933,-1.138615337067198
1.0151184872712304,0.211931718063413
0.3966778843996265,0.05679584681088107
-0.48549146949307326,1.5014510205004024
0.15375830463503576,1.1512229027011611
0.32865958579602417,1.5535770203454053
0.24605232167162697,-0.4877545533681217
0.9816524317038718,-0.5861396200090757
0.3171248436449445,0.12419546386474159
0.9196706619023556,-1.4289473200637484
-0.33550010351499243,-1.0694859666664165
1.3651047510533545,0.56779194317932
0.14593571266703098,-0.12420831516433607
-1.0602815229940188,-0.3402358736181756
0.44146637255759946,-0.1348215978137345
-1.9712552631099165,-0.4873881815032652
1.0675303980932562,0.407855123148771
0.8364320055281405,0.18611517976989736
-1.279881309861752,-0.45015481999677415
0.7786054327938327,0.6115515139494357
-0.4773979818004188,-0.037589856404058423
-0.07688636252495003,-1.3670891202722495
-0.1815128750515974,-0.061157241984956104
0.40569901190735047,1.1213893057419995
-0.8422814184207909,0.061163216318839364
0.3209419312766149,-0.1309292843940478
-0.6977650601360038,1.7391485920241734
-0.4402251452778933,-0.11794256386369585
0.21363840865413522,-0.7041617666599864
-0.1691998986991374,1.805124762728871
-1.0648491148260348,1.9134717967554487
0.8448194247030274,0.46347700745548537
1.0215698882601874,-0.2339477644296369
0.9545434164778267,0.8617852300538282
1.0747247768370223,2.4170923999182845
-0.030587408795300617,-0.3604574428467623
0.7715644705878354,-0.6228741522350547
-0.026159622216522835,0.8481506861051237
1.2876324913600898,0.2196885610458094
-0.013754949307417427,0.9379498832053186
0.6550988094749329,1.414294515083781
1.381343981884075,-1.0483714538201137
0.7029942057066257,0.381477568866114
-1.628496062492154,0.17266447047999475
1.0873266863839113,-0.7631589351511434
0.25893192547517485,0.7691099969820435
-1.2451082421178201,0.1874089571455826
-1.5250300356745004,0.25095316144369434
0.23924061981265976,1.3261565302485772
0.38339053861729794,0.33992797180154116
-0.26987275069402106,1.2992436701228518
-0.10542564169552043,0.9913406882337569
-0.407561601211231,0.4395561142492896
0.8867769788891389,-1.02139600965099
-1.0960694572224459,1.3369946181257477
0.9375608371422598,-0.8868584000789836
0.9682117160795851,-0.1868876037190652
0.7161818577840031,-0.26303831469715533
-0.12394393722170816,0.47629099260058294
-2.239382930754645,1.5033577542105843
0.5614898478012081,0.526178863211142
-0.8527181105443717,0.9356481930746257
-0.792093337616665,-1.0351868586300377
-0.7214955980592342,1.6002729945416134
-1.2024308164242008,1.208741454344173
-0.28056042053010205,-0.49642052191705743
0.9844725439001101,1.6860640132824727
0.602803448920546,-0.37339952308770585
0.636214098060392,-0.534725906292183
0.3133578624063404,-0.07536847187830058
0.7919651645210674,-0.21552426969264055
0.47228335471812105,-0.8918488645909057
0.3112950112995475,0.03132149188577559
-0.36724403724974036,-1.9369454785560565
0.47956106934539555,0.4979077268314909
-0.25604316242460035,0.10578433070203072
-0.4244451896875548,0.8260454327346688
-3.277431709875825,-1.2748205314236476
-0.5184961864093308,-0.019497882259530735
-0.3843265438258504,-0.3019580564128335
-0.4661517291410667,-1.9150526599916617
0.33969529980507024,0.125084699455787
-0.5582768344807878,-0.14406138299123383
-0.4222354754810111,0.8470471248510092
-0.8237853729658593,1.4373429152626116
